Name,MP,Area,County,Electorate,CON,LAB,LIB,Brexit,Green,NAT,MIN,OTH,CON_Percentage,LAB_Percentage,LIB_Percentage,Brexit_Percentage,Green_Percentage,NAT_Percentage,MIN_Percentage,OTH_Percentage,Winner
Great Yarmouth,Brandon Lewis,9,Norfolk,71957,28593,10930,1661,0,1064,0,0,1214,0.397362314,0.151896271,0.02308323,0.0,0.014786609,0.0,0.0,0.016871187,CON
Greenwich and Woolwich,Matthew Pennycook,11,Greenwich,79997,11721,30185,7253,1228,2363,0,0,370,0.146517994,0.37732665,0.0906659,0.015350576,0.029538608,0.0,0.0,0.004625173,LAB
Guildford,Angela Richardson,12,Surrey,77729,26317,4515,22980,0,0,0,4356,483,0.338573763,0.058086428,0.295642553,0.0,0.0,0.0,0.05604086,0.006213897,CON
Hackney North and Stoke Newington,Diane Abbott,11,Hackney,92462,6784,39972,4283,609,4989,0,0,227,0.073370682,0.432307326,0.046321732,0.00658649,0.053957301,0.0,0.0,0.002455063,LAB
Hackney South and Shoreditch,Meg Hillier,11,Hackney,89387,5899,39884,4853,744,2948,0,0,111,0.065993936,0.446194637,0.054292011,0.008323358,0.032980187,0.0,0.0,0.001241791,LAB
Halesowen and Rowley Regis,James Morris,7,Black Country,68300,25607,13533,1738,0,934,0,0,533,0.374919473,0.198140556,0.025446559,0.0,0.013674963,0.0,0.0,0.007803807,CON
Halifax,Holly Lynch,5,West Yorkshire,71887,18927,21496,2276,2813,946,0,0,0,0.263288216,0.299024858,0.031660801,0.039130858,0.013159542,0.0,0.0,0.0,LAB
Haltemprice and Howden,David Davis,5,Humber area,71083,31045,10716,5215,0,1764,0,0,1039,0.436742962,0.150753345,0.07336494,0.0,0.02481606,0.0,0.0,0.014616716,CON
Halton,Derek Twigg,4,Cheshire,71930,10358,29333,1800,3730,982,0,0,0,0.144001112,0.407799249,0.025024329,0.051855971,0.013652162,0.0,0.0,0.0,LAB
Hammersmith,Andy Slaughter,11,Hammersmith and Fulham,74759,12227,30074,6947,974,1744,0,0,0,0.163552214,0.402279324,0.092925267,0.013028532,0.023328295,0.0,0.0,0.0,LAB
Hampshire East,Damian Hinds,12,Hampshire,76478,33446,6287,13750,0,2600,0,0,812,0.437328382,0.082206648,0.179790266,0.0,0.033996705,0.0,0.0,0.010617432,CON
Hampshire North East,Ranil Jayawardena,12,Hampshire,78954,35280,5760,15069,0,1754,0,0,1407,0.446842465,0.072953872,0.190857968,0.0,0.022215467,0.0,0.0,0.017820503,CON
Hampshire North West,Kit Malthouse,12,Hampshire,83083,36591,9327,10283,0,2717,0,0,0,0.440415007,0.112261233,0.123767798,0.0,0.032702238,0.0,0.0,0.0,CON
Hampstead and Kilburn,Tulip Siddiq,11,Camden,86571,13892,28080,13121,684,1608,0,0,0,0.160469441,0.324358041,0.151563457,0.007901029,0.018574349,0.0,0.0,0.0,LAB
Harborough,Neil O'Brien,8,Leicestershire,80151,31698,14420,9103,0,1709,0,0,389,0.395478534,0.179910419,0.113573131,0.0,0.021322254,0.0,0.0,0.004853339,CON
Harlow,Robert Halfon,9,Essex,68078,27510,13447,2397,0,0,0,0,0,0.404095302,0.197523429,0.035209613,0.0,0.0,0.0,0.0,0.0,CON
Harrogate and Knaresborough,Andrew Jones,5,North Yorkshire,77941,29962,5480,20287,0,0,0,0,1208,0.384418984,0.070309593,0.260286627,0.0,0.0,0.0,0.0,0.015498903,CON
Harrow East,Bob Blackman,11,Harrow,72106,26935,18765,3791,0,0,0,0,0,0.373547278,0.260241866,0.052575375,0.0,0.0,0.0,0.0,0.0,CON
Harrow West,Gareth Thomas,11,Harrow,72464,16440,25132,4310,931,1109,0,0,0,0.226871274,0.34682049,0.05947781,0.012847759,0.015304151,0.0,0.0,0.0,LAB
Hartlepool,Mike Hill,3,Teesside,70855,11869,15464,1696,10603,0,0,0,1405,0.167511114,0.218248536,0.023936208,0.149643638,0.0,0.0,0.0,0.019829229,LAB
Harwich and North Essex,Bernard Jenkin,9,Essex,74153,31830,11648,5866,0,1945,0,0,674,0.429247637,0.157080631,0.079106712,0.0,0.026229552,0.0,0.0,0.009089315,CON
Hastings and Rye,Sally-Ann Hart,12,East Sussex,80524,26896,22853,3960,0,0,0,0,565,0.33401222,0.283803587,0.049177885,0.0,0.0,0.0,0.0,0.007016542,CON
Havant,Alan Mak,12,Hampshire,72103,30051,8259,5708,0,1597,0,0,344,0.416778775,0.114544471,0.079164529,0.0,0.02214887,0.0,0.0,0.004770953,CON
Hayes and Harlington,John McDonnell,11,Hillingdon,72357,15284,24545,1947,1292,739,0,0,187,0.211230427,0.339220808,0.026908247,0.017855909,0.010213248,0.0,0.0,0.002584408,LAB
Hazel Grove,William Wragg,4,Eastern Manchester,63346,21592,5508,17169,0,0,0,0,0,0.340858144,0.086951031,0.271035267,0.0,0.0,0.0,0.0,0.0,CON
Hemel Hempstead,Mike Penning,9,Hertfordshire,74035,28968,14405,6317,0,1581,0,0,0,0.391274397,0.194570136,0.085324509,0.0,0.021354765,0.0,0.0,0.0,CON
Hemsworth,Jon Trickett,5,West Yorkshire,73726,15280,16460,1734,5930,916,0,2458,1129,0.207253886,0.223259094,0.023519518,0.080432954,0.012424382,0.0,0.033339663,0.015313458,LAB
Hendon,Matthew Offord,11,Barnet,82661,26878,22648,4628,0,921,0,0,0,0.325159386,0.273986523,0.055987709,0.0,0.011141893,0.0,0.0,0.0,CON
Henley,John Howell,12,Oxfordshire,76646,32189,5698,18136,0,2736,0,0,0,0.419969731,0.074341779,0.236620306,0.0,0.035696579,0.0,0.0,0.0,CON
Hereford and South Herefordshire,Jesse Norman,7,Hereford and Worcestershire,72085,30390,10704,6181,0,2371,0,0,0,0.421585628,0.148491364,0.085745994,0.0,0.032891725,0.0,0.0,0.0,CON
Herefordshire North,Bill Wiggin,7,Hereford and Worcestershire,70252,32158,6804,7302,0,4769,0,0,0,0.457752092,0.096851335,0.103940101,0.0,0.067884188,0.0,0.0,0.0,CON
Hertford and Stortford,Julie Marson,9,Hertfordshire,81765,33712,14092,8596,0,2705,0,0,989,0.412303553,0.172347581,0.105130557,0.0,0.033082615,0.0,0.0,0.01209564,CON
Hertfordshire North East,Oliver Heald,9,Hertfordshire,76123,31293,13104,8563,0,2367,0,0,0,0.411084692,0.172142454,0.112488998,0.0,0.031094413,0.0,0.0,0.0,CON
Hertfordshire South West,Gagan Mohindra,9,Hertfordshire,80449,30327,7228,6251,0,1466,0,15919,0,0.376971746,0.089845741,0.077701401,0.0,0.018222725,0.0,0.197876916,0.0,CON
Hertsmere,Oliver Dowden,9,Hertfordshire,73971,32651,11338,6561,0,1653,0,0,0,0.441402712,0.153276284,0.088696922,0.0,0.022346595,0.0,0.0,0.0,CON
Hexham,Guy Opperman,3,Northumberland,61324,25152,14603,4672,0,1723,0,0,0,0.410149371,0.238128628,0.076185506,0.0,0.028096667,0.0,0.0,0.0,CON
Heywood and Middleton,Chris Clarkson,4,Eastern Manchester,80162,20453,19790,2073,3952,1220,0,0,0,0.25514583,0.246875078,0.025860133,0.049300167,0.015219181,0.0,0.0,0.0,CON
High Peak,Robert Largan,8,Derbyshire,74265,24844,24254,2750,1177,1148,0,0,0,0.334531744,0.326587221,0.037029556,0.01584865,0.015458157,0.0,0.0,0.0,CON
Hitchin and Harpenden,Bim Afolami,9,Hertfordshire,76323,27719,9959,20824,0,0,0,0,369,0.363180168,0.130484913,0.272840428,0.0,0.0,0.0,0.0,0.004834716,CON
Holborn and St Pancras,Keir Starmer,11,Camden,86061,8878,36641,7314,1032,2746,0,0,175,0.103159387,0.42575615,0.084986231,0.011991494,0.0319076,0.0,0.0,0.002033441,LAB
Hornchurch and Upminster,Julia Lopez,11,Havering,80765,35495,12187,3862,0,1920,0,0,510,0.439484925,0.150894571,0.047817743,0.0,0.023772674,0.0,0.0,0.006314616,CON
Hornsey and Wood Green,Catherine West,11,Haringey,81814,6829,35126,15884,763,2192,0,0,311,0.083469822,0.429339722,0.194147701,0.009326032,0.026792481,0.0,0.0,0.003801305,LAB
Horsham,Jeremy Quin,12,West Sussex,86730,35900,9424,14773,0,2668,0,0,477,0.413928283,0.108659057,0.170333218,0.0,0.030762135,0.0,0.0,0.005499827,CON
Houghton and Sunderland South,Bridget Phillipson,3,Newcastle area,68835,13095,16210,2319,6165,1125,0,0,897,0.190237525,0.235490666,0.033689257,0.089561996,0.01634343,0.0,0.0,0.013031161,LAB
Hove,Peter Kyle,12,East Sussex,74313,15832,32876,3731,1111,2496,0,0,345,0.213044824,0.442399042,0.050206559,0.014950278,0.033587663,0.0,0.0,0.004642526,LAB
Huddersfield,Barry Sheerman,5,West Yorkshire,65525,15572,20509,2367,1666,1768,0,0,0,0.237649752,0.31299504,0.036123617,0.02542541,0.026982068,0.0,0.0,0.0,LAB
Hull East,Karl Turner,5,Humber area,65745,11474,12713,1707,5764,784,0,0,0,0.174522777,0.193368317,0.025963952,0.087672066,0.011924861,0.0,0.0,0.0,LAB
Hull North,Diana Johnson,5,Humber area,65515,9440,17033,2084,4771,875,0,0,0,0.14408914,0.259986263,0.031809509,0.072823018,0.01335572,0.0,0.0,0.0,LAB
Hull West and Hessle,Emma Hardy,5,Humber area,60192,10528,13384,1756,5638,50,0,0,0,0.174906964,0.22235513,0.029173312,0.093666932,0.000830675,0.0,0.0,0.0,LAB
Huntingdon,Jonathan Djanogly,9,Cambridgeshire,84657,32386,13003,9432,0,2233,0,0,2093,0.382555489,0.153596277,0.111414295,0.0,0.026377027,0.0,0.0,0.024723295,CON
Hyndburn,Sara Britcliffe,4,Lancashire,70842,20565,17614,1226,2156,845,0,0,0,0.290293893,0.248637814,0.017306118,0.030433923,0.011927952,0.0,0.0,0.0,CON
Ilford North,Wes Streeting,11,Redbridge,72973,20105,25323,2680,960,845,0,0,201,0.275512861,0.34701876,0.036725912,0.013155551,0.011579625,0.0,0.0,0.002754443,LAB
Ilford South,Sam Tarry,11,Redbridge,84972,10984,35085,1795,1008,714,0,3891,0,0.129266111,0.41290072,0.021124606,0.011862731,0.008402768,0.0,0.045791555,0.0,LAB
Ipswich,Tom Hunt,9,Suffolk,75525,24952,19473,2439,1432,1283,0,0,0,0.330380669,0.257835154,0.032293942,0.018960609,0.016987752,0.0,0.0,0.0,CON
Isle of Wight,Bob Seely,12,Hampshire,113021,41815,18078,0,0,11338,0,0,3211,0.369975491,0.159952575,0.0,0.0,0.10031764,0.0,0.0,0.028410649,CON
Islington North,Jeremy Corbyn,11,Islington,75162,5483,34603,8415,742,4326,0,0,236,0.072949097,0.460378915,0.11195817,0.00987201,0.05755568,0.0,0.0,0.003139885,LAB
Islington South and Finsbury,Emily Thornberry,11,Islington,70489,8045,26897,9569,1136,1987,0,0,182,0.114131283,0.381577267,0.135751678,0.01611599,0.028188795,0.0,0.0,0.002581963,LAB
Jarrow,Kate Osborne,3,Newcastle area,65103,11243,18363,2360,4122,831,0,2991,826,0.172695575,0.282060735,0.03625025,0.063315055,0.012764389,0.0,0.045942583,0.012687587,LAB
Keighley,Robbie Moore,5,West Yorkshire,72778,25298,23080,2573,850,0,0,0,799,0.347605045,0.317128803,0.035354091,0.011679354,0.0,0.0,0.0,0.010978592,CON
Kenilworth and Southam,Jeremy Wright,7,Warwickshire,68154,30351,9440,9998,0,2351,0,0,457,0.445329695,0.138509845,0.146697186,0.0,0.034495407,0.0,0.0,0.006705402,CON
Kensington,Felicity Buchan,11,Kensington and Chelsea,64609,16768,16618,9312,384,535,0,0,145,0.259530406,0.257208748,0.144128527,0.005943444,0.00828058,0.0,0.0,0.002244269,CON
Kettering,Philip Hollobone,8,Northamptonshire,73164,29787,13022,3367,0,1543,0,0,1642,0.407126456,0.177983708,0.0460199,0.0,0.021089607,0.0,0.0,0.022442731,CON
Kingston and Surbiton,Ed Davey,11,Kingston Upon Thames,81975,20614,6528,31103,788,1038,0,0,775,0.251466911,0.079634035,0.379420555,0.009612687,0.012662397,0.0,0.0,0.009454102,LIB
Kingswood,Chris Skidmore,10,Bristol area,68972,27712,16492,3421,0,1200,0,0,489,0.401786232,0.239111524,0.049599838,0.0,0.017398365,0.0,0.0,0.007089834,CON
Knowsley,George Howarth,4,Merseyside,84082,4432,44374,1117,3348,1262,0,0,405,0.052710449,0.527746723,0.013284651,0.039818273,0.015009158,0.0,0.0,0.004816727,LAB
Lancashire West,Rosie Cooper,4,Lancashire,73347,19122,27458,2560,2275,1248,0,0,0,0.260705959,0.374357506,0.034902586,0.031016947,0.017015011,0.0,0.0,0.0,LAB
Lancaster and Fleetwood,Cat Smith,4,Lancashire,70059,18804,21184,2018,1817,1396,0,0,0,0.268402347,0.302373714,0.028804294,0.025935283,0.019926062,0.0,0.0,0.0,LAB
Leeds Central,Hilary Benn,5,West Yorkshire,90971,11143,30413,2343,2999,2105,0,0,281,0.122489585,0.334315331,0.025755461,0.03296655,0.023139242,0.0,0.0,0.003088896,LAB
Leeds East,Richard Burgon,5,West Yorkshire,67286,13933,19464,1796,2981,878,0,0,0,0.207071308,0.289272657,0.026692031,0.044303421,0.013048777,0.0,0.0,0.0,LAB
Leeds North East,Fabian Hamilton,5,West Yorkshire,70580,11935,29024,5665,1769,1931,0,0,176,0.169098895,0.411221309,0.080263531,0.025063757,0.027359025,0.0,0.0,0.002493624,LAB
Leeds North West,Alex Sobel,5,West Yorkshire,67741,13222,23971,9397,1304,1389,0,0,0,0.1951846,0.353862506,0.138719535,0.01924979,0.020504569,0.0,0.0,0.0,LAB
Leeds West,Rachel Reeves,5,West Yorkshire,67727,11622,22186,1787,2685,1274,0,0,727,0.171600691,0.327579843,0.026385341,0.039644455,0.018810814,0.0,0.0,0.010734271,LAB
Leicester East,Claudia Webbe,8,Leicestershire,78433,19071,25090,2800,1243,888,0,0,329,0.243150205,0.319890862,0.035699259,0.015847921,0.011321765,0.0,0.0,0.004194663,LAB
Leicester South,Jonathan Ashworth,8,Leicestershire,77708,10931,33606,2754,1187,1669,0,0,0,0.140667628,0.432465126,0.035440367,0.015275133,0.02147784,0.0,0.0,0.0,LAB
Leicester West,Liz Kendall,8,Leicestershire,64940,13079,17291,1808,1620,977,0,0,0,0.201401294,0.266261164,0.027841084,0.024946104,0.015044657,0.0,0.0,0.0,LAB
Leicestershire North West,Andrew Bridgen,8,Leicestershire,78935,33811,13411,3614,0,2478,0,0,507,0.428339773,0.169899284,0.045784506,0.0,0.031392918,0.0,0.0,0.006423006,CON
Leicestershire South,Alberto Costa,8,Leicestershire,80520,36791,12787,5452,0,2439,0,0,0,0.456917536,0.158805266,0.067709886,0.0,0.030290611,0.0,0.0,0.0,CON
Leigh,James Grundy,4,Western Manchester,77417,21266,19301,2252,3161,0,0,0,999,0.274694189,0.249312167,0.029089218,0.040830825,0.0,0.0,0.0,0.012904143,CON
Lewes,Maria Caulfield,12,East Sussex,71503,26268,3206,23811,0,1453,0,0,113,0.367369201,0.04483728,0.333007007,0.0,0.020320826,0.0,0.0,0.001580353,CON
Lewisham Deptford,Vicky Foxcroft,11,Lewisham,80631,6303,39216,5774,789,3085,0,0,201,0.078170927,0.486363805,0.071610175,0.009785318,0.038260719,0.0,0.0,0.002492838,LAB
Lewisham East,Janet Daby,11,Lewisham,67857,9653,26661,5039,1234,1706,0,0,522,0.142255036,0.392899775,0.074259104,0.018185301,0.025141106,0.0,0.0,0.007692648,LAB
Lewisham West and Penge,Ellie Reeves,11,Lewisham,74617,10317,31860,6260,1060,2390,0,0,213,0.138266079,0.426980447,0.083895091,0.014205878,0.032030234,0.0,0.0,0.002854577,LAB
Leyton and Wanstead,John Cryer,11,Waltham Forest,64852,8028,28836,4666,785,1805,0,0,427,0.123789552,0.444643188,0.071948436,0.012104484,0.027832603,0.0,0.0,0.006584223,LAB
Lichfield,Michael Fabricant,7,Staffordshire,76616,34844,11206,5632,0,1743,0,0,568,0.454787512,0.146261877,0.07350945,0.0,0.022749817,0.0,0.0,0.007413595,CON
Lincoln,Karl McCartney,8,Lincolnshire,74942,24267,20753,2422,1079,1195,0,0,913,0.323810413,0.276920819,0.032318326,0.014397801,0.015945665,0.0,0.0,0.012182755,CON
Liverpool Riverside,Kim Johnson,4,Merseyside,80310,4127,41170,2696,1779,3017,0,0,0,0.05138837,0.512638526,0.033569917,0.022151662,0.037566928,0.0,0.0,0.0,LAB
Liverpool Walton,Dan Carden,4,Merseyside,62628,4018,34538,756,0,814,0,0,660,0.064156607,0.551478572,0.012071278,0.0,0.012997381,0.0,0.0,0.010538417,LAB
Liverpool Wavertree,Paula Barker,4,Merseyside,63458,4225,31310,4055,1921,1365,0,0,501,0.06657947,0.493397208,0.063900533,0.030271991,0.02151029,0.0,0.0,0.007894986,LAB
Liverpool West Derby,Ian Byrne,4,Merseyside,65640,4133,34117,1296,2012,605,0,0,1826,0.062964656,0.519759293,0.019744059,0.030652041,0.009216941,0.0,0.0,0.027818403,LAB
Loughborough,Jane Hunt,8,Leicestershire,79764,27954,20785,4153,0,1504,0,0,235,0.350458854,0.260581215,0.052066095,0.0,0.018855624,0.0,0.0,0.002946191,CON
Louth and Horncastle,Victoria Atkins,8,Lincolnshire,79634,38021,9153,4114,0,0,0,0,1044,0.477446819,0.114938343,0.051661351,0.0,0.0,0.0,0.0,0.013109978,CON
Ludlow,Philip Dunne,7,Shropshire,69444,32185,7591,8537,0,1912,0,0,0,0.463466966,0.1093111,0.122933587,0.0,0.027532976,0.0,0.0,0.0,CON
Luton North,Sarah Owen,9,Bedfordshire,68185,14249,23496,2063,1215,771,0,0,795,0.208975581,0.344591919,0.030255921,0.017819168,0.011307472,0.0,0.0,0.011659456,LAB
Luton South,Rachel Hopkins,9,Bedfordshire,69338,13031,21787,0,1601,995,0,3893,757,0.187934466,0.314214428,0.0,0.023089792,0.014349996,0.0,0.056145259,0.010917534,LAB
Macclesfield,David Rutley,4,Cheshire,76216,28292,17581,5684,0,2310,0,0,0,0.371208145,0.230673349,0.074577517,0.0,0.030308597,0.0,0.0,0.0,CON
Maidenhead,Theresa May,12,Berkshire,76668,32620,7882,13774,0,2216,0,0,0,0.425470861,0.102806908,0.179657745,0.0,0.028903845,0.0,0.0,0.0,CON
Maidstone and The Weald,Helen Grant,12,Kent,76109,31220,9448,8482,0,2172,0,0,358,0.410201159,0.12413775,0.111445427,0.0,0.028538018,0.0,0.0,0.00470378,CON
Makerfield,Yvonne Fovargue,4,Western Manchester,74190,15214,19954,2108,5817,1166,0,0,0,0.205068068,0.268958081,0.028413533,0.078406793,0.015716404,0.0,0.0,0.0,LAB
Maldon,John Whittingdale,9,Essex,72438,36304,6263,5990,0,1851,0,0,0,0.501173417,0.086460145,0.082691405,0.0,0.025552887,0.0,0.0,0.0,CON
Manchester Central,Lucy Powell,4,Central Manchester,92247,7734,36823,3420,2335,1870,0,0,107,0.083840125,0.399178293,0.037074376,0.025312476,0.020271662,0.0,0.0,0.001159929,LAB
Manchester Gorton,Afzal Khan,4,Central Manchester,76419,4244,34583,2448,1573,1697,0,0,0,0.055535927,0.452544524,0.032033918,0.020583886,0.022206519,0.0,0.0,0.0,LAB
Manchester Withington,Jeff Smith,4,Central Manchester,76530,5820,35902,7997,1308,1968,0,0,0,0.076048608,0.46912322,0.104494969,0.017091337,0.025715406,0.0,0.0,0.0,LAB
Mansfield,Ben Bradley,8,Nottinghamshire,77131,31484,15178,1626,0,0,0,0,985,0.408188666,0.196782098,0.021081018,0.0,0.0,0.0,0.0,0.012770481,CON
Meon Valley,Flick Drummond,12,Hampshire,75737,35271,5644,11716,0,2198,0,0,0,0.465703685,0.07452104,0.154693215,0.0,0.029021482,0.0,0.0,0.0,CON
Meriden,Saqib Bhatti,7,Coventry and Solihull,85368,34358,11522,5614,0,2667,0,0,0,0.402469309,0.134968607,0.065762347,0.0,0.031241215,0.0,0.0,0.0,CON
Middlesbrough,Andy McDonald,3,Teesside,60764,8812,17207,816,2168,546,0,4548,0,0.145020078,0.283177539,0.013429004,0.03567902,0.008985584,0.0,0.074846949,0.0,LAB
Middlesbrough South and Cleveland East,Simon Clarke,3,Teesside,72348,28135,16509,1953,0,1220,0,0,0,0.388884282,0.228188754,0.026994526,0.0,0.01686294,0.0,0.0,0.0,CON
Milton Keynes North,Ben Everitt,12,Buckinghamshire,91545,30938,24683,4991,0,1931,0,0,0,0.337954012,0.269626959,0.054519635,0.0,0.021093451,0.0,0.0,0.0,CON
Milton Keynes South,Iain Stewart,12,Buckinghamshire,96363,32011,25067,4688,0,1495,0,0,746,0.332191816,0.260130963,0.048649378,0.0,0.015514253,0.0,0.0,0.007741561,CON
Mitcham and Morden,Siobhain McDonagh,11,Merton,70021,11482,27964,3717,1202,1160,0,0,216,0.163979378,0.399365905,0.053084075,0.017166279,0.016566459,0.0,0.0,0.003084789,LAB
Mole Valley,Paul Beresford,12,Surrey,74665,31656,2965,19615,0,1874,0,0,1000,0.423973749,0.039710708,0.262706757,0.0,0.025098775,0.0,0.0,0.013393156,CON
Morecambe and Lunesdale,David Morris,4,Lancashire,67397,23925,17571,2328,0,938,0,0,548,0.354986127,0.260708934,0.034541597,0.0,0.013917533,0.0,0.0,0.008130926,CON
Morley and Outwood,Andrea Jenkyns,5,West Yorkshire,78803,29424,18157,2285,0,1107,0,0,957,0.3733868,0.23041001,0.028996358,0.0,0.014047689,0.0,0.0,0.012144208,CON
New Forest East,Julian Lewis,12,Hampshire,73549,32769,7518,7390,0,2434,0,0,675,0.445539708,0.102217569,0.100477233,0.0,0.033093584,0.0,0.0,0.009177555,CON
New Forest West,Desmond Swayne,12,Hampshire,70866,32113,6595,7710,0,3888,0,0,0,0.453151017,0.093062964,0.108796884,0.0,0.05486411,0.0,0.0,0.0,CON
Newark,Robert Jenrick,8,Nottinghamshire,75850,34660,12844,5308,0,1950,0,0,0,0.456954515,0.169334212,0.069980224,0.0,0.025708635,0.0,0.0,0.0,CON
Newbury,Laura Farris,12,Berkshire,83414,34431,4404,18384,0,2454,0,0,325,0.412772436,0.052796893,0.220394658,0.0,0.029419522,0.0,0.0,0.003896228,CON
Newcastle upon Tyne Central,Chi Onwurah,3,Newcastle area,57845,9290,21568,2709,2542,1365,0,0,0,0.160601608,0.372858501,0.046832051,0.043945025,0.023597545,0.0,0.0,0.0,LAB
Newcastle upon Tyne East,Nick Brown,3,Newcastle area,63796,10586,26049,4535,0,2195,0,0,0,0.165935168,0.408317136,0.071085962,0.0,0.034406546,0.0,0.0,0.0,LAB
Newcastle upon Tyne North,Catherine McKinnell,3,Newcastle area,68486,15589,21354,4357,4331,1368,0,0,0,0.227623164,0.311800952,0.063618842,0.063239202,0.019974885,0.0,0.0,0.0,LAB
Newcastle-under-Lyme,Aaron Bell,7,Staffordshire,68211,23485,16039,2361,1921,933,0,0,0,0.344299307,0.235138028,0.034613186,0.028162613,0.013678146,0.0,0.0,0.0,CON
Newton Abbot,Anne Marie Morris,10,Devon,72529,29190,9329,11689,0,1508,0,0,840,0.402459706,0.128624412,0.161163121,0.0,0.020791683,0.0,0.0,0.011581574,CON
Norfolk Mid,George Freeman,9,Norfolk,82203,35051,12457,7739,0,0,0,0,939,0.42639563,0.151539482,0.094144983,0.0,0.0,0.0,0.0,0.011422941,CON
Norfolk North,Duncan Baker,9,Norfolk,70729,29792,3895,15397,1739,0,0,0,0,0.421213364,0.055069349,0.217690056,0.024586803,0.0,0.0,0.0,0.0,CON
Norfolk North West,James Wild,9,Norfolk,72080,30627,10705,3625,0,1645,0,0,0,0.424902886,0.148515538,0.050291343,0.0,0.022821865,0.0,0.0,0.0,CON
Norfolk South,Richard Bacon,9,Norfolk,86214,36258,14983,8744,0,2499,0,0,0,0.420558146,0.17378848,0.101422043,0.0,0.028986012,0.0,0.0,0.0,CON
Norfolk South West,Liz Truss,9,Norfolk,78455,35507,9312,4166,0,1645,0,0,836,0.452577911,0.118692244,0.053100503,0.0,0.020967434,0.0,0.0,0.01065579,CON
"Normanton,  Pontefract and Castleford",Yvette Cooper,5,West Yorkshire,84527,17021,18297,3147,8032,0,0,0,1762,0.20136761,0.216463379,0.037230707,0.095022892,0.0,0.0,0.0,0.02084541,LAB
Northampton North,Michael Ellis,8,Northamptonshire,58768,21031,15524,2031,0,953,0,0,0,0.357864824,0.264157365,0.034559624,0.0,0.016216308,0.0,0.0,0.0,CON
Northampton South,Andrew Lewer,8,Northamptonshire,62163,20914,16217,2482,0,1222,0,0,0,0.336438074,0.260878658,0.039927288,0.0,0.019657996,0.0,0.0,0.0,CON
Northamptonshire South,Andrea Leadsom,8,Northamptonshire,90842,41755,13994,7891,0,2634,0,0,634,0.459644217,0.154047687,0.086865106,0.0,0.028995399,0.0,0.0,0.006979151,CON
Norwich North,Chloe Smith,9,Norfolk,67172,23397,18659,2663,0,1078,0,0,488,0.348314774,0.277779432,0.039644495,0.0,0.016048353,0.0,0.0,0.007264932,CON
Norwich South,Clive Lewis,9,Norfolk,77845,15006,27766,4776,1656,2469,0,0,0,0.192767679,0.356683152,0.061352688,0.021273043,0.031716873,0.0,0.0,0.0,LAB
Nottingham East,Nadia Whittome,8,Nottinghamshire,66262,8342,25735,1954,1343,1183,0,0,1447,0.125894178,0.388382482,0.029488998,0.020268027,0.01785337,0.0,0.0,0.021837554,LAB
Nottingham North,Alex Norris,8,Nottinghamshire,66495,12847,17337,1582,2686,868,0,0,0,0.193202496,0.26072637,0.023791263,0.040394015,0.013053613,0.0,0.0,0.0,LAB
Nottingham South,Lilian Greenwood,8,Nottinghamshire,79485,14018,26586,3935,2012,1583,0,0,0,0.17636032,0.334478203,0.049506196,0.025312952,0.019915707,0.0,0.0,0.0,LAB
Nuneaton,Marcus Jones,7,Warwickshire,70226,27390,14246,1862,0,1692,0,0,0,0.390026486,0.20285934,0.026514396,0.0,0.024093641,0.0,0.0,0.0,CON
Old Bexley and Sidcup,James Brokenshire,11,Bexley,66104,29786,10834,3822,0,1477,0,0,226,0.450593005,0.163893259,0.057817984,0.0,0.02234358,0.0,0.0,0.003418855,CON
Oldham East and Saddleworth,Debbie Abrahams,4,Eastern Manchester,72120,18589,20088,2423,2980,778,0,0,1306,0.257750971,0.278535774,0.033596783,0.041320022,0.010787576,0.0,0.0,0.018108708,LAB
Oldham West and Royton,Jim McMahon,4,Eastern Manchester,72999,13452,24579,1484,3316,681,0,0,922,0.184276497,0.336703243,0.020329046,0.04542528,0.009328895,0.0,0.0,0.01263031,LAB
Orpington,Gareth Bacon,11,Bromley,68877,30882,8504,7552,0,1783,0,0,0,0.448364476,0.123466469,0.109644729,0.0,0.025886726,0.0,0.0,0.0,CON
Oxford East,Anneliese Dodds,12,Oxfordshire,78303,10303,28135,6884,1146,2392,0,0,499,0.131578611,0.35930935,0.087914895,0.014635455,0.030547999,0.0,0.0,0.00637268,LAB
Oxford West and Abingdon,Layla Moran,12,Oxfordshire,76951,22397,4258,31340,829,0,0,0,0,0.291055347,0.055333914,0.40727216,0.010773089,0.0,0.0,0.0,0.0,LIB
Pendle,Andrew Stephenson,4,Lancashire,65289,24076,17890,1548,0,678,0,0,268,0.368760434,0.274012468,0.023709966,0.0,0.010384598,0.0,0.0,0.004104826,CON
Penistone and Stocksbridge,Miriam Cates,5,South Yorkshire,70925,23688,16478,5054,4300,0,0,0,0,0.333986606,0.232329926,0.071258372,0.060627423,0.0,0.0,0.0,0.0,CON
Penrith and The Border,Neil Hudson,4,Cumbria,67555,28875,10356,5364,0,2159,0,0,1070,0.427429502,0.153297313,0.079401969,0.0,0.031959144,0.0,0.0,0.015838946,CON
Peterborough,Paul Bristow,9,Cambridgeshire,72560,22334,19754,2334,2127,728,0,0,524,0.307800441,0.27224366,0.032166483,0.029313671,0.010033076,0.0,0.0,0.00722161,CON
