_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
309,CT#309,NHMUK,10814732,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
310,CT#310,NHMUK,10814733,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
311,CT#311,NHMUK,10814734,Melanobombus,Bombus rufipes,1892.0,,,Indonesia,Sumatra,-1.6967,101.2642,,,,Worker
312,CT#312,NHMUK,10814735,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
313,CT#313,NHMUK,10814736,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
314,CT#314,NHMUK,10814737,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
315,CT#315,NHMUK,10814738,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
316,CT#316,NHMUK,10814739,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
317,CT#317,NHMUK,10814740,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
318,CT#318,NHMUK,10814741,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
319,CT#319,NHMUK,10814742,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
320,CT#320,NHMUK,10814743,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
321,CT#321,NHMUK,13383959,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
322,CT#322,NHMUK,13383960,Melanobombus,Bombus rufipes,1954.0,Jan,3/1/1954,Indonesia,Kerinci Mountain,-1.6967,101.2642,,,A. H. G. Alston,Worker
323,CT#323,NHMUK,10814744,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
324,CT#324,NHMUK,10814745,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Male
325,CT#325,NHMUK,10814746,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
326,CT#326,NHMUK,13383956,Melanobombus,Bombus rufipes,1929.0,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,2094,2094,H. T. Pagden,Queen
327,CT#327,NHMUK,10814747,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
328,CT#328,NHMUK,10814748,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
329,CT#329,NHMUK,10814749,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
330,CT#330,NHMUK,10814750,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
331,CT#331,NHMUK,10814751,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
332,CT#332,NHMUK,10814752,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
333,CT#333,NHMUK,10814753,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
334,CT#334,NHMUK,10814754,Melanobombus,Bombus rufipes,1929.0,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940,1940,H. T. Pagden,Worker
335,CT#335,NHMUK,10814755,Melanobombus,Bombus rufipes,1929.0,Dec,25/12/1929,Indonesia,Berastagi ,3.1853,98.5049,1524,1524,H. T. Pagden,Worker
336,CT#336,NHMUK,10814756,Melanobombus,Bombus rufipes,1929.0,Dec,25/12/1929,Indonesia,Berastagi ,3.1853,98.5049,1524,1524,H. T. Pagden,Worker
337,CT#337,NHMUK,10814757,Melanobombus,Bombus rufipes,1929.0,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Worker
338,CT#338,NHMUK,10814758,Melanobombus,Bombus rufipes,1929.0,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Worker
339,CT#339,NHMUK,10814759,Melanobombus,Bombus rufipes,1929.0,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,2094,2094,H. T. Pagden,Worker
340,CT#340,NHMUK,10814760,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451,2451,H. T. Pagden,Worker
341,CT#341,NHMUK,10814761,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.170848,98.3982469,1800,1800,H. T. Pagden,Worker
342,CT#342,NHMUK,10814762,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.170848,98.3982469,1800,1800,H. T. Pagden,Worker
343,CT#343,NHMUK,10814763,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451,2451,H. T. Pagden,Worker
344,CT#344,NHMUK,10814764,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451,2451,H. T. Pagden,Worker
345,CT#345,NHMUK,10814765,Melanobombus,Bombus rufipes,1929.0,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451,2451,H. T. Pagden,Worker
346,CT#346,NHMUK,10814766,Melanobombus,Bombus rufipes,1894.0,Feb,,Indonesia,North Sumatra,3.766667,98.733333,,,Dr. L. Martin,Worker
347,CT#347,NHMUK,10814767,Melanobombus,Bombus rufipes,1937.0,Sep,,Indonesia,Gunung Gede,-6.7878,106.9819,914,2134,K. M. Walsh,Worker
348,CT#348,NHMUK,10814768,Melanobombus,Bombus rufipes,,,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
349,CT#349,NHMUK,10814769,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
350,CT#350,NHMUK,10814770,Melanobombus,Bombus rufipes,1938.0,Jan,,Indonesia,Mt. Djampang,-7.0909,107.6689,,,K. M. Walsh,Worker
351,CT#351,NHMUK,10814771,Melanobombus,Bombus rufipes,1937.0,Sep,,Indonesia,Gunung Gede,-6.7878,106.9819,914,2134,K. M. Walsh,Worker
352,CT#352,NHMUK,10814772,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
353,CT#353,NHMUK,10814773,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
354,CT#354,NHMUK,10814774,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
355,CT#355,NHMUK,10814775,Melanobombus,Bombus rufipes,,,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
356,CT#356,NHMUK,10814776,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
357,CT#357,NHMUK,10814777,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
358,CT#358,NHMUK,10814778,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
359,CT#359,NHMUK,10814779,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
360,CT#360,NHMUK,10814780,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
361,CT#361,NHMUK,10814781,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
362,CT#362,NHMUK,10814782,Melanobombus,Bombus rufipes,1937.0,Sep,,Indonesia,Gunung Gede,-6.7878,106.9819,914,2134,K. M. Walsh,Worker
363,CT#363,NHMUK,10814783,Melanobombus,Bombus rufipes,1937.0,Aug,,Indonesia,Gunung Malang,-6.6696,106.7205,914,1219,K. M. Walsh,Worker
364,CT#364,NHMUK,10814784,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
365,CT#365,NHMUK,10814785,Melanobombus,Bombus rufipes,1937.0,Sep,,Indonesia,Gunung Gede,-6.7878,106.9819,914,2134,K. M. Walsh,Worker
366,CT#366,NHMUK,10814786,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
367,CT#367,NHMUK,10814787,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
368,CT#368,NHMUK,10814788,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
369,CT#369,NHMUK,10814789,Melanobombus,Bombus rufipes,1937.0,Sep,,Indonesia,Gunung Gede,-6.7878,106.9819,914,2134,K. M. Walsh,Worker
370,CT#370,NHMUK,10814790,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
371,CT#371,NHMUK,10814791,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
372,CT#372,NHMUK,10814792,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
373,CT#373,NHMUK,10814793,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Worker
374,CT#374,NHMUK,10814794,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-6.7878,106.9819,1219,1524,K. M. Walsh,Male
375,CT#375,NHMUK,10814795,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
376,CT#376,NHMUK,10814796,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
377,CT#377,NHMUK,10814797,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
378,CT#378,NHMUK,10814798,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
379,CT#379,NHMUK,10814799,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
380,CT#380,NHMUK,10814800,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
381,CT#381,NHMUK,10814801,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219,1219,L. E. Cheesman,Worker
382,CT#382,NHMUK,10814802,Melanobombus,Bombus rufipes,,,,Indonesia,Java,-7.6145,110.7122,,,,Worker
383,CT#383,NHMUK,10814803,Melanobombus,Bombus rufipes,,,,Indonesia,Java,-7.6145,110.7122,,,,Male
384,CT#384,NHMUK,10814804,Melanobombus,Bombus rufipes,,,,Indonesia,Java,-7.6145,110.7122,,,,Worker
385,CT#385,NHMUK,10814805,Melanobombus,Bombus rufipes,,,,Indonesia,Java,-7.6145,110.7122,,,,Worker
386,CT#386,NHMUK,10814806,Melanobombus,Bombus rufipes,,,,Indonesia,Java,-7.6145,110.7122,,,,Worker
387,CT#387,NHMUK,10814807,Melanobombus,Bombus rufipes,1938.0,Jan,,Indonesia,Gunung Malang,-6.6696,106.7205,914,1219,K. M. Walsh,Worker
388,CT#388,NHMUK,10814808,Melanobombus,Bombus rufipes,1938.0,Jan,,Indonesia,Gunung Malang,-6.6696,106.7205,914,1219,K. M. Walsh,Worker
389,CT#389,NHMUK,10814809,Melanobombus,Bombus rufipes,1938.0,Jan,,Indonesia,Gunung Malang,-6.6696,106.7205,914,1219,K. M. Walsh,Worker
390,CT#390,NHMUK,10814810,Melanobombus,Bombus rufipes,1937.0,Aug,,Indonesia,Gunung Malang,-6.6696,106.7205,914,1219,K. M. Walsh,Worker
391,CT#391,NHMUK,10814811,Melanobombus,Bombus richardsiellus,1931.0,Jul,31/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
392,CT#392,NHMUK,10814812,Melanobombus,Bombus richardsiellus,1931.0,Feb,4/2/1931,Myanmar,Adung Valley ,28.13,97.7,1829,1829,Lord Cranbrook,Male
393,CT#393,NHMUK,10814813,Melanobombus,Bombus richardsiellus,1931.0,Jul,8/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
394,CT#394,NHMUK,10814826,Alpigenobombus,Bombus nobilis,1931.0,Jun,14/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,F. Kingdon Ward,Queen
395,CT#395,NHMUK,10814827,Alpigenobombus,Bombus nobilis,1931.0,Feb,7/2/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Queen
396,CT#396,NHMUK,10814828,Alpigenobombus,Bombus nobilis,1931.0,Jul,23/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Queen
397,CT#397,NHMUK,10814829,Alpigenobombus,Bombus nobilis,1931.0,Sep,7/9/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Queen
398,CT#398,NHMUK,10814830,Alpigenobombus,Bombus nobilis,1931.0,Jun,27/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
399,CT#399,NHMUK,10814831,Alpigenobombus,Bombus nobilis,1931.0,Sep,10/9/1931,Myanmar,Adung Valley ,28.13,97.7,1829,1829,Lord Cranbrook,Worker
400,CT#400,NHMUK,10814832,Alpigenobombus,Bombus nobilis,1931.0,Jul,31/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
401,CT#401,NHMUK,10814833,Alpigenobombus,Bombus nobilis,1931.0,Aug,16/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
402,CT#402,NHMUK,10814834,Alpigenobombus,Bombus nobilis,1931.0,Feb,8/2/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
403,CT#403,NHMUK,10814835,Alpigenobombus,Bombus nobilis,1931.0,Sep,7/9/1931,Myanmar,Adung Valley ,28.13,97.7,3962,3962,Lord Cranbrook,Worker
404,CT#404,NHMUK,10814836,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
405,CT#405,NHMUK,10814837,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
406,CT#406,NHMUK,10814838,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
407,CT#407,NHMUK,10814839,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
408,CT#408,NHMUK,10814840,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,F. Kingdon Ward,Worker
409,CT#409,NHMUK,10814841,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
410,CT#410,NHMUK,10814842,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
411,CT#411,NHMUK,10814843,Melanobombus,Bombus festivus,1931.0,Aug,12/8 1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
412,CT#412,NHMUK,10814844,Melanobombus,Bombus festivus,1931.0,Aug,16/8 1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
413,CT#413,NHMUK,10814845,Melanobombus,Bombus festivus,1924.0,Feb,5/2/1924,Vietnam,Ngai-Tio,22.6,103.6666667,1463,1463,H. Stevens,Worker
414,CT#414,NHMUK,10814885,Megabombus,Bombus albopleuralis,1938.0,Aug,15/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914.4,915.4,R. Kaulback,Male
415,CT#415,NHMUK,10814886,Alpigenobombus,Bumbus breviceps,1917.0,Nov,14/11/1917,Laos,Muong Pek,,,,,R. V. de Salvasa,Male
416,CT#416,NHMUK,10814887,Melanobombus,Bombus eximius,1922.0,Mar,16/3/1922,Thailand,Khao Luang,8.494166,99.7124904,,,H. M. Pendlebury,Male
417,CT#417,NHMUK,10814888,Melanobombus,Bombus eximius,1983.0,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500,1500,David J. Dupuy,Worker
418,CT#418,NHMUK,10814889,Melanobombus,Bombus eximius,1983.0,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500,1500,David J. Dupuy,Worker
419,CT#419,NHMUK,10814890,Melanobombus,Bombus eximius,1983.0,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500,1500,David J. Dupuy,Worker
420,CT#420,NHMUK,10814891,Pyrobombus,Bombus flavescens,1905.0,Jul,17/7/1905,Malaysia ,Gunung Tahan,4.633,102.235,2133.6,2133.6,H. C. Robinson,Male
421,CT#421,NHMUK,10814892,Megabombus,Bombus senex,1914.0,Mar,,Indonesia,Kerinci,-1.6967,101.2642,1219.2,1219.2,,Male
422,CT#422,NHMUK,10814893,Alpigenobombus,Bombus genalis,1935.0,Mar,30/3/1935,India,Lohit river,27.7985,95.6353,,,M. Steele,Worker
423,CT#423,NHMUK,10814894,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
424,CT#424,NHMUK,10814895,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
425,CT#425,NHMUK,10814896,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
426,CT#426,NHMUK,10814897,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Mt. Gede,-6.7878,106.9819,1219.2,1524,K. M. Walsh,Worker
427,CT#427,NHMUK,10814898,Melanobombus,Bombus rufipes,1938.0,Mar,5/3/1938,Indonesia,Tengger Highlands,-8.02,112.95,1828.8,1828.8,K. M. Walsh,Worker
428,CT#428,NHMUK,10814899,Melanobombus,Bombus rufipes,1938.0,Feb,5/2/1938,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Male
429,CT#429,NHMUK,10814900,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
430,CT#430,NHMUK,10814901,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
431,CT#431,NHMUK,10814902,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
432,CT#432,NHMUK,10814903,Melanobombus,Bombus rufipes,1938.0,Feb,5/2/1938,Indonesia,Tengger Highlands,-7.76,112.59,1100,1101,K. M. Walsh,Male
433,CT#433,NHMUK,10814904,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
434,CT#434,NHMUK,10814905,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
435,CT#435,NHMUK,10814906,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
436,CT#436,NHMUK,10814907,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
437,CT#437,NHMUK,10814908,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
438,CT#438,NHMUK,10814909,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
439,CT#439,NHMUK,10814910,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
440,CT#440,NHMUK,10814911,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
441,CT#441,NHMUK,10814912,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
442,CT#442,NHMUK,10814913,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
443,CT#443,NHMUK,10814914,Melanobombus,Bombus rufipes,1937.0,Aug,,Indonesia,Gunung Gede,-6.7878,106.9819,914.4,2133.6,K. M. Walsh,Worker
444,CT#444,NHMUK,10814915,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
445,CT#445,NHMUK,10814916,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
446,CT#446,NHMUK,10814917,Melanobombus,Bombus rufipes,1936.0,Jan,,Indonesia,Gunung Arjuno,-7.76,112.59,,,K. M. Walsh,Worker
447,CT#447,NHMUK,10814918,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Male
448,CT#448,NHMUK,10814919,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
449,CT#449,NHMUK,10814920,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
450,CT#450,NHMUK,10814921,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Male
451,CT#451,NHMUK,10814922,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
452,CT#452,NHMUK,10814923,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
453,CT#453,NHMUK,10814924,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Male
454,CT#454,NHMUK,10814925,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
455,CT#455,NHMUK,10814926,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Male
456,CT#456,NHMUK,10814927,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
457,CT#457,NHMUK,10814928,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
458,CT#458,NHMUK,10814929,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
459,CT#459,NHMUK,10814930,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
460,CT#460,NHMUK,10814931,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-7.76,112.59,1219.2,1524,K. M. Walsh,Worker
461,CT#461,NHMUK,10814932,Melanobombus,Bombus rufipes,1938.0,Mar,5/3/1938,Indonesia,Tengger Highlands,-8.02,112.95,1828.8,1828.8,K. M. Walsh,Male
462,CT#462,NHMUK,10814933,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-7.76,112.59,1219.2,1524,K. M. Walsh,Worker
463,CT#463,NHMUK,10814934,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
464,CT#464,NHMUK,10814935,Melanobombus,Bombus rufipes,1938.0,May,,Indonesia,Tengger Highlands,-8.02,112.95,1100,1100,K. M. Walsh,Worker
465,CT#465,NHMUK,10814936,Melanobombus,Bombus rufipes,1937.0,Oct,,Indonesia,Gunung Gede,-7.76,112.59,1219.2,1524,K. M. Walsh,Worker
466,CT#466,NHMUK,10814846,Pyrobombus,Bombus flavescens,1960.0,Mar,7/3/1960,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030,2030,H.T. pegden,Queen
467,CT#467,NHMUK,10814847,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030,2030,H.T. pegden,Queen
468,CT#468,NHMUK,10814848,Pyrobombus,Bombus flavescens,1964.0,Feb,17/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030,2030,H.T. pegden,Male
469,CT#469,NHMUK,10814849,Pyrobombus,Bombus flavescens,1964.0,Feb,18/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030,2030,H.T. pegden,Male
