_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
980,CT#980,CUNHM,BSRU-AB-1288,Alpigenobombus,Bombus breviceps,2019.0,Jun,13/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
981,CT#981,CUNHM,BSRU-AB-1289,Alpigenobombus,Bombus breviceps,2019.0,Jun,13/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
982,CT#982,CUNHM,BSRU-AB-1290,Alpigenobombus,Bombus breviceps,2019.0,Jun,13/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
983,CT#983,CUNHM,BSRU-AB-1291,Alpigenobombus,Bombus breviceps,2019.0,Jun,13/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
984,CT#984,CUNHM,BSRU-AB-1292,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
985,CT#985,CUNHM,BSRU-AB-1293,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
986,CT#986,CUNHM,BSRU-AB-1294,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
987,CT#987,CUNHM,BSRU-AB-1295,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
988,CT#988,CUNHM,BSRU-AB-1296,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
989,CT#989,CUNHM,BSRU-AB-1297,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
990,CT#990,CUNHM,BSRU-AB-1298,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
991,CT#991,CUNHM,BSRU-AB-1299,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
992,CT#992,CUNHM,BSRU-AB-1300,Orientalibombus,Bombus haemorrhoidalis,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
993,CT#993,CUNHM,BSRU-AB-1301,Megabombus,Bombus montivagus,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
994,CT#994,CUNHM,BSRU-AB-1302,Megabombus,Bombus montivagus,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
995,CT#995,CUNHM,BSRU-AB-1303,Alpigenobombus,Bombus breviceps,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
996,CT#996,CUNHM,BSRU-AB-1304,Alpigenobombus,Bombus breviceps,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
997,CT#997,CUNHM,BSRU-AB-1305,Orientalibombus,Bombus haemorrhoidalis,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
998,CT#998,CUNHM,BSRU-AB-1306,Orientalibombus,Bombus haemorrhoidalis,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
999,CT#999,CUNHM,BSRU-AB-1307,Megabombus,Bombus montivagus,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
1000,CT#1000,CUNHM,BSRU-AB-1308,Megabombus,Bombus montivagus,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
1001,CT#1001,CUNHM,BSRU-AB-1309,Megabombus,Bombus montivagus,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
1002,CT#1002,CUNHM,BSRU-AB-1310,Megabombus,Bombus montivagus,2019.0,Jun,16/6/2019,Thailand,Doi Inthanon,18.54471083,98.51793283,1289,1289,N. Warrit et al.,Worker
1003,CT#1003,CUNHM,BSRU-AB-1311,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1004,CT#1004,CUNHM,BSRU-AB-1312,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1005,CT#1005,CUNHM,BSRU-AB-1313,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1006,CT#1006,CUNHM,BSRU-AB-1314,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1007,CT#1007,CUNHM,BSRU-AB-1315,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1008,CT#1008,CUNHM,BSRU-AB-1316,Orientalibombus,Bombus haemorrhoidalis,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1009,CT#1009,CUNHM,BSRU-AB-1317,Alpigenobombus,Bombus breviceps,2019.0,Jun,14/6/2019,Thailand,Doi Inthanon,18.5420531,98.5232391,1260,1260,N. Warrit et al.,Worker
1010,CT#1010,CUNHM,BSRU-AA-9639,Psithyrus,Bombus bellardii,2019.0,Oct,7/10/2019,Thailand,Doi Phu Kha NP,19.19715883,101.0806418,1015.5,1015.5,N. Warrit et al.,Male
1011,CT#1011,PHW,,Megabombus,Bombus irisanensis,2019.0,Nov,,Philippines,Barlig,17.0415,121.0993,1561,1561,Haji Pakurao,Worker
1012,CT#1012,PHW,,Megabombus,Bombus irisanensis,2019.0,Nov,,Philippines,Barlig,17.0415,121.0993,1561,1561,Haji Pakurao,Worker
1013,CT#1013,PHW,,Megabombus,Bombus irisanensis,2019.0,Nov,,Philippines,Barlig,17.0415,121.0993,1561,1561,Haji Pakurao,Worker
1014,CT#1014,PHW,,Megabombus,Bombus irisanensis,2019.0,Nov,,Philippines,Barlig,17.0415,121.0993,1561,1561,Haji Pakurao,Queen
1015,CT#1015,PHW,,Megabombus,Bombus irisanensis,2019.0,Nov,,Philippines,Barlig,17.0415,121.0993,1561,1561,Haji Pakurao,Queen
1016,CT#1016,NMNL,ZMA.INS.758593,Pyrobombus,Bombus flavescens,1953.0,May,3/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,1828.8,1828.8,H. M. & D. Townes,Worker
1017,CT#1017,NMNL,ZMA.INS.758594,Pyrobombus,Bombus flavescens,1953.0,May,3/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,1828.8,1828.8,H. M. & D. Townes,Worker
1018,CT#1018,NMNL,ZMA.INS.758598,Pyrobombus,Bombus flavescens,1953.0,May,4/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,2133.6,2133.6,H. M. & D. Townes,Worker
1019,CT#1019,NMNL,ZMA.INS.758599,Pyrobombus,Bombus flavescens,1953.0,May,4/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,2133.6,2133.6,H. M. & D. Townes,Worker
1020,CT#1020,NMNL,ZMA.INS.758600,Pyrobombus,Bombus flavescens,1953.0,May,4/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,2133.6,2133.6,H. M. & D. Townes,Worker
1021,CT#1021,NMNL,ZMA.INS.758634,Pyrobombus,Bombus flavescens,1953.0,May,6/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,1981.2,1981.2,H. M. & D. Townes,Male
1022,CT#1022,NMNL,ZMA.INS.758639,Pyrobombus,Bombus flavescens,1953.0,May,6/5/1953,Philippines,Mt. Canlaon,10.411667,123.131667,1981.2,1981.2,H. M. & D. Townes,Male
1023,CT#1023,CUNHM,BSRU-AB-9609,Pyrobombus,Bombus flavescens,2021.0,Feb,15/2/2021,Thailand,Doi Inthanon,18.5587,98.4754,2260,2260,T. Srimaneeyanon et al.,Worker
1024,CT#1024,CUNHM,BSRU-AB-9610,Pyrobombus,Bombus flavescens,2021.0,Feb,15/2/2021,Thailand,Doi Inthanon,18.5563,98.4829,2176,2176,T. Srimaneeyanon et al.,Worker
